text,Label_Final
Ganyang PKI...ingat pengkhianatan PKI tahun 1948... URL,Ras
USER USER Gubernur rasa president,Non-Bullying
"USER USER Banyak yg kapir tuh lae menterinya mahatir... gak kebayang kalau disini byk kapir asing aseng yg jd menteri, bakal kena demo berjilid2 gak ya?'",Agama
USER Nyaleg aja Pak Tengku... Agar dapat tempat yang pas di DPR RI untuk berbicara politik pemerintahan.',Non-Bullying
USER film KAFIR 2019 mudah2an lebih bagus yaa dr film KAFIR versi meriam belina..',Hate Speech / Ancaman
RT USER Semua fitnah ingin bubarkan KPK. klu bubar KPK rakyat akan demo seluruh indonesia. Untuk bubarkan DPR. yg makan gaji buta,Hate Speech / Ancaman
Mau nete',Makian
Video Ahok Menghina Agama Kristen Agama Konyol #AhokPecahBelahBangsa,Agama
USER emg dasarnya udh gila',Hate Speech / Ancaman
"USER USER cebong pke seragam, biar ga ketahuan..eh makin kelihatan dungunya..'",Hate Speech / Ancaman
USER Engcer kek eeq mencret ya?',Makian
Jadi sebenarnya status gue sbg ateis atau loe sebagai umat beragama sebenarnya gak relevan lagi dalam sikon tsb. Karena identitas yg beda pun ternyata bisa punya output pemikiran yang sama.',Non-Bullying
"Gile beneer... Apa ini efec ngutang ma cina ? ""USER: BNN: 80 % Sabu yang Masuk Indonesia Produksi China URL",Ras
"USER USER USER Lha, knp masuk wahabi? Emang orang cerita wahabi n NU?\n\nTong, di atas itu cerita ttg pki, kok ente nyelonong ke wahabi?'",Non-Bullying
USER Manis anjir gakuat gua le',Makian
"USER USER USER USER USER Iya,, mereka memang seneng ngejelekin ulama yg lurus..; ; User name nya aja sudah menghina ?",Hate Speech / Ancaman
"USER USER Ni bberapa fitnah kpada USER \nJokowi = PKI\nJokowi = Tionghua \nJokowi = Antek Asing\nJokowi = Pencitraan\nSemua fitnah itu berhembus entah dri mana ,Alhamdulillah di hadapi dg sabar,'",Non-Bullying
"kalo di transformer biasanya mobil berubah jd robot, kalo unbk biasanya orang pinter berubah jd haji bolot.'",Non-Bullying
USER Eek dulu gih',Non-Bullying
USER USER USER scene edan \xf0\x9f\x98\x85\xf0\x9f\x98\x80\xf0\x9f\x98\x85\xf0\x9f\x98\x80\xf0\x9f\x98\x85\xf0\x9f\x98\x80\n\ntnggal 18 may tanggal keramat',Makian
"Siap, mari rapatkan barisan karena target berikut nya adalah lengserkan pak Jokowi , masih dgn isu PKI, pembela kafir, dan pri dan non pri",Agama
Kejamnya jejak digital politikus USER USER tentang narkoba. URL,Hate Speech / Ancaman
USER USER Sini perek',Pelecehan Seksual
USER USER USER Klu bisa pki minyak rem bah mijn jga ga bisa nerawang haa',Non-Bullying
Rocky Gerung Dipolisikan soal Ucapan 'Kitab Suci Itu Fiksi',Non-Bullying
USER Bangsad ya',Hate Speech / Ancaman
BTS Ungguli Presiden Korea Selatan di Polling 100 Pembaca Majalah Time,Non-Bullying
"Rtn,; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",Non-Bullying
USER Ngga ada kucing yang kesurupan karena kucing adalah setan',Makian
USER USER Mmmm karena ada bom yg belakangan ini pelakunya adalah wanita bercadar ya wajar kalo masyarakat resah. Ngembalikan kepercayaan masyarakat biar ga curiga ga segampang bikin aksi peluk2 gt emang sih. Sounds weird. Kamu mau emang tiba2,Non-Bullying
"USER Makannya, kalo mau bacot mikir pake OTAK. Lu punya HATI+AKAL PIKIRAN gak? Gimana Kalo DUIT Keluarga lu, hasil nabung bertahun2 ternyata keluarga lu di tipu ABU TOURS. GOBLOK boleh, TOLOL pilihan'",Hate Speech / Ancaman
"USER USER USER H h h pikiran org bego itu ,di kira bisa asal nyetak ,bisa inflasi negara...#anak buah kanjeng dimas'",Hate Speech / Ancaman
"USER Boakaka... si bego ini knp ngamuk2 ama anies ya?\nPadahal anies gak bikin dollar jd 14500.\nGak bikin harga bmm, listrik, sembako, pajak jd naik.\nGa bikin hutang RI segunung.\nGa datangin tka cina.\nGa bikin ekonomi mlorot.\n\nAnies bikin pui",Hate Speech / Ancaman
Makin jelas rezim ini anti ISLAM..!! URL,Agama
"Memang ,,,nafsu seks tu,membutakan segalanya,termasuk ketika lg sange,,,titit bau kencurpun rasa keju,,,,,\n\n#yg merasa aj ya'",Pelecehan Seksual
Bismillahi Allohu Akbar,Non-Bullying
Warga Dusun Mambang-Panasan Lestarikan budaya Sedekah Bumi:,Non-Bullying
"Perempuan NTT berdaya, menuju NTT maju.; ; ""... Suatu saat, dia bisa tumbuh dan muncul sebagai seorang pejuang dan pemimpin. Berguna bagi banyak orang dan memberikan penghargaan bagi keluarga."" - Emi Nomleni Â¦Â¦ Calon Wakil Gubernur NTT 2018-2023.; ; #pilgu",Non-Bullying
"Kalau ada makcik bawang yang cakap student yg ambik kos ekonomi ni kos cikai, ni nak kabo membe aku baru lepas menangis sebab tak dapat jawab paper eco. dia sampai down and rasa nak drop subject tu. aku yg tak sama kos pun sedih tengok dia.",Non-Bullying
RT USER USER USER tolol jongos penista agama ahok mau nyalon haha pendukung intoleransi si ahok mau nyari masa umat muslim,Agama
Satu persatu akhirnya smua ditumbangkan oleh Tangan Tuhan ..; Kuasa Tuhan tlah bekerja. ....; Karma tak pernah salah &amp; tak pernah ingkar janji ....; ; #MawaslahDiriSebelumBertindak,Non-Bullying
USER Lagian ngapain pilih ditenggelamin sih...jadi sampah laut kan...',Non-Bullying
RT USER: Selfie sebelum mandi. Mau liat kelanjutan maa kuli bangunan kekar berotot ini ngocok kontol sampe mucrat??? URL,Makian
RT USER: Pak USER percayalah saya. anda agak susah bisa jadi presiden lagi. Percayalah fatwa Nabi Palsu...,Hate Speech / Ancaman
USER Itu tipikal kaum sebelah. Bahkan setelah mempersekusi umat agama lain pun mrk masih merasa di dholimi. Maunya kan mrk yg berkuasa selanjutnya bisa berbuat semaunya.,Hate Speech / Ancaman
"Laporkan Mas! Saya sangat setuju, apapun motifnya penyebar hoax dan hatespeech mari kita lawan bersama. Saya dukung, Mas USER melaporkan pemilik akun USER biar kapok nyebari fitnah. ""Keadilan tdk akan tegak selama hukum blm jadi budaya"". ~ Lawr",Non-Bullying
USER hahahah memang banyak yg tertipu ama onta arab :(',Ras
RT USER SBY 10 tahun ngapain aja tuh ? gelo,Hate Speech / Ancaman
SESUAI JANJI WOI. LU BALIK JD KIBUM ANJER! KUNYUK DAH BACK EAK USER USER \xf0\x9f\x98\x9a\xf0\x9f\x98\x9a\xf0\x9f\x98\x9a',Makian
RT USER: BINARAGA AMBON NGOCOK KONTOL SAMPE NYEMBURIN PEJUH URL,Makian
"USER dompetku sampe bisu. lemah gak kuat bersuara lagi :"" tapi merch-nya emang gemesin gt masa kaaa'",Non-Bullying
AHOK KAFIR DAN BUDAK2NYA ATAU ANJING2 NYA HANYA SEBAGAI SAMPAH AGAMA ISLAM DAN SAMPAH MASYARAKAT,Agama
"USER Gaweanne wong kenthir; Awal jabatan aja keliatan; Tdk menjaga keamanan mantan presiden malah membingungkan dg statementny apalagi rakyat,akan makin tambah disengsarakan",Hate Speech / Ancaman
"Performancenya gada cacat/fals sedikitpun tbh. Panggungnya, konsepnya, apalagi efeknya keren banget woooooii'",Ekonomi
masalahnya djarot tidak bisa memikirkan rakyat kecil pribumi bisanya hanya membabu kpd cina2 betul2 songong jongkok.,Hate Speech / Ancaman
Kawasan Ekonomi Khusus TingkatkanÂ Investasi,Non-Bullying
USER Kasar bacot lo nying',Hate Speech / Ancaman
"USER USER USER USER Saya hanya kasar thd si brengsek brisik itu, bukan thd Anda. Sana gawe lagi, perdalam ilmu, biar ga dungu seperti si onta busuk itu. Punya posisi bagus2 di sini, malah bertingkah busuk, jadi sampah skrg di gurun sana. Jgn seperti dia",Hate Speech / Ancaman
"USER USER USER Mas baca lagi disana kan jelas yang sama aqidah. Dan baca lagi komentar dari tweet Gus USER , saudara2 non muslim ikut komentar karena ada pertanyaan apakah ada Kristen Nusantara, Hindu Nusantara. Begitu mas, semoga memb",Non-Bullying
USER USER USER yg sombong itu para cebong',Hate Speech / Ancaman
Jika isu 5000 pucuk senjata BENAR maka saya sarankan pak USER pecat tito,Hate Speech / Ancaman
KPK masih dibutuhkan. Semua yg dilakukan sdh baik. Knp tdk DPR saja yg di bubarkan? URL,Hate Speech / Ancaman
USER USER Terus masalahnya apa jika USER berbicara seperti itu..??? ; Ingat ya....!!! Gelar penista agama hanya berlaku bagi mereka yang satu frame dengan Jokowi.; Di luar itu = BEBAS / HALAL. ; ; #catet !!! ;,Hate Speech / Ancaman
Edan euy jinyoung nyanyi micnya kebalik KAKAKAKAKKA maafin w ngakak',Makian
USER USER Bawang Putih komunis yg dimakan...',Non-Bullying
Binaan Lapas Pasuruan Terancam Kehilangan Hak Pilih;,Non-Bullying
"Emg susah yah kalau Club sama Supporternya Gak Pnya Mental, pasti dikit* lapor polisi. #Pecun&amp;g'",Makian
"Bj habibie : prabowo tdk pntas jd presiden krna dia dalang kerusuhan 98 ! "" bner bgt pak skrg jg dalang dr semua kerusuhan sara",Hate Speech / Ancaman
RT USER: Lagi VIRAL! Ngocokin kontol Om secuity sambil diemut download/streaming videonya yng kualitas HD biar puas link==&gt; http\xe2\x80\xa6',Makian
"USER Boleh2 aja sih nyapres Karna semua warga negara RI punya hak dipilih &amp; memilih Presiden, Kita2 juga boleh kok ikut andil nyalon \xf0\x9f\x98\x80\xf0\x9f\x98\x80'",Non-Bullying
USER Bnyakn cocot...',Hate Speech / Ancaman
"USER USER Kecoa cume mlongo nya loe yg suke di got TAI \xf0\x9f\x98\x9c\xf0\x9f\x98\x9c\xf0\x9f\x98\x9c, kyanya kecoa senengnye makan tai mangkanye banyak di septi tank \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",Makian
Henry pernah tampil di konser amal untuk masyarakat Cina',Non-Bullying
Bajingan punya line',Makian
"Stadion merupakan saksi bisu pagelaran sepak bola. Di Indonesia, stadion sebagian besar memiliki masjid untuk ibadah umat Islam'",Non-Bullying
RT fnxqI: Fenomena nation branding korea selatan melalui citra girl band terhadap budaya konsumerisme abg menengah mikro kecil kebawah aliâ?¦,Non-Bullying
"USER Pernah, karena mata gue sipit (dulu engga, mungkin krn minus) gue senyumin saja.'",Non-Bullying
Saya SS fitnah anda !,Non-Bullying
"USER USER USER Pintar tapi itu tugas utama pemerintah, coba blajar lagi tugas utama dpr'",Non-Bullying
"USER Saya tak ada kepentingan dgn Zakir Naik, Anda boleh menggunakan tulisan saya untuk bertanya ke Z.Naik",Non-Bullying
USER JIKA SBY SAYANG AMA RAKYAT GABUNG AJAH BANG AMA KUBU PRABOWO..SAYA UDAH CAPE AMA REZIM INI,Hate Speech / Ancaman
USER USER USER Musibah atau berkah DKI punya pimpinan koplak kuadrat ky gini.....tereak2 pribumi....anti aseng.....ujungnya ke aseng lagi aseng lg....pemujanya pd diem krn udh dpt kaplingan surga.....yg ga dukung dia makin hari mkin e,Hate Speech / Ancaman
USER\nAda aseng KOPLO pembela si PENISTA AGAMA yg durjana nyuruh org lain ngaji!,Agama
"~; Yg jelas, klw ada foto2 yg begitu:; #lombaTari; SekolahDasar; #LKS,LombaKeterampilanSiswa; Sekolah Menengah Kejuruan; #Pembeatan, ""adatGorontalo; gadis kecil yg sdh beranjak remaja""; sekitar tahun 2010; #CCU, Cross Cultural Understanding, Universitas. K",Non-Bullying
"USER Bersaing copas budaya lain, tapi mempertanyakan budayanya sndri.....",Non-Bullying
"Lunatsarsky, pemikir komunis terkenal, berkata, \xe2\x80\x9cSingkirkan cinta jauh-jauh. Apa yang kita perlukan adalah kebencian. Kita harus belajar membenci. Hanya dengan cara itu kita akan menguasai dunia\xe2\x80\x9d.'",Hate Speech / Ancaman
"USER USER USER USER USER USER USER USER USER USER USER USER km ga up date berita jokowi saat ini tdk bs meneruskan bbrp proyek alias mangkrak, usia pemerintahan msh seumur jag",Non-Bullying
Jerawat oh jerawat kamu sungguh keparat.hilang satu tumbuh empat.hilang dijidat tumbuh dipantat',Fisik
bahasa yang paling susah buat sulli adalah bahasa cina',Non-Bullying
USER Lu setan',Hate Speech / Ancaman
Ganyang PKI....!!! URL didepan gedung LBH JAKARTA URL URL,Ras
"USER USER penalaran goblok... lulusan mana sih? mengkoreksi kebijakan pemerintah ""siapa tahu bisa lebih baik""... omongan apaan ini? udah deh... akun baru jadi.. baru belajar omong... akun sontoloyo..'",Hate Speech / Ancaman
USER Benerin sinyal dulu cuk !! Udah 2 minggu sinyalmu kaya bangke. BUSUK',Hate Speech / Ancaman
USER Ke jamban :)',Non-Bullying
"USER USER Pake dana bank asing dan Bank"" BUMN berarti dananya dpt ngutang jg. Sblmnya pmrnth sdh punya saham 10% di FI plus rio tinto 40% berarti cuma nambah 1% doank..divestasi akal""an ini.'",Non-Bullying
USER USER Lamun lain jokowi presiden moal angeus 2thn eta bandara faham teu ente tolol dipiara,Hate Speech / Ancaman
USER USER Wakil gubernur 1 tingkalakunya dalam berpakaian kaya anak kecil aja padahal seorang pejabat pemerintahan stres kali ni orang. ???,Fisik
USER Barisan banci kamera klo kata ank zaman now mah \xf0\x9f\x98\x80',Makian
"USER USER yang bikin Reklamasi kunjungan anda,yg dapat duit dari para cukong junjungan anda..USER nyetop eh dibilang lanjut..sipit songong!!'",Ras
Mbak Sylviana please Anda sehat? #DebatFinalPilkadaJKT #perjuanganbelumselesai,Hate Speech / Ancaman
cunnnn la malaysia bolot abis 5-0 fuhhh',Fisik
"USER USER USER USER USER Spirit matamu itu, bibir kalau tipis kyk silit emang bacot aja yg jadi jualan, kerja gak becus\nDKI dibikin amburadul\nKeparat!'",Fisik
"Bukan caci maki lagi, 7 juta bahkan 10 juta siap lengserkan jokowi, coba pasti salah jokowi lagi..",Hate Speech / Ancaman
RT USER USER Kalau saya sih ga heran antek-antek pki sdh mulai muncul kalau sdh ada rintik-rintik hujan,Ras
USER USER Anda pengguna twitter yg mendukung hak2 LGBT juga USER \nKaca mana kaca!! Congor harap dijaga',Hate Speech / Ancaman
Sinting banget nih orang URL,Fisik
"haha Anggota DPR palsu.. kasihan segala cara dilakukan.. mulai bubarkan kpk sampe status ""WTP"" ayo jgn pilih yg palsu",Hate Speech / Ancaman
Sok2an memetwit.. Ama cewek sendiri aja takut apalagi ama mba kunti..',Non-Bullying
"USER jangan bikin cacat diri sendiri. roh dalam diri kita ini kalau bisa ngomong mungkin dia bakal bilang ""aku nyesal harus tinggal di dalam diri orang kaya kamu"" hargain diri kamu,'",Non-Bullying
USER Hanya para ulama yg bisa menyejukan bangsa ini,Non-Bullying
"Saking mundurnya, orang kaya kojowi aja bisa jadi presiden. Bener2 kemunduran yg nyata. Betapa masih banyak org bodoh d negeri ini",Hate Speech / Ancaman
USER budek dia',Fisik
Komunis PKI maunya umat Islam ribut terus mereka senang pemerintah anti Islam gaya adu domba dimainkan terus,Agama
Belum cukuran bulu memek ni',Makian
RT USER: Perempuan Indonesia yg ber-Burqa atau bercadar harap dimusnahkan saja dr Indonesia pak USER USER USER,Agama
perangkat kelurahan menolak berita hoax dan sukseskan pilkada dami di kota kediri:,Non-Bullying
"USER USER USER USER USER Mmg Rezim saat ini bnyk oknum POLRI yg Arogan,ini Krn Rakyat sgt lemah dan Hukum tumpul keatas dan tajam ke bawah.'",Non-Bullying
USER Kebijakan pengembalian barang kpd konsumen apabila barang tersebut rusak/cacat terhitung selama 7 hari dari tanggal pembelian #HauzMiniQuiz #HauzID \nCc USER USER USER',Non-Bullying
4. Mantan Anggota Komisi VIII Jazuli Juwaini (pindah ke Komisi II di pertengahan 2013) (kini Ketua Fraksi PKS di DPR)',Non-Bullying
USER LO TUH BABI ANJING. Mampus kalah jatuh miskin deh #bekasisah,Ekonomi
USER antek beye otak separo',Hate Speech / Ancaman
Pantesan ramenya kek silit. Form baru J. Ultah sindut. Ampun dah',Makian
USER yeah i stalked hahhaa i mmg suka stalk org bodo nak tengok sejauh mana kebodohan dia',Makian
"USER Agama/ideologi lama akan digantikan. Dan Agama2 masa depan tdk lagi lahir dari dalam goa berbatu, tapi dari lembah Silikon, berbasis tekno. Salah satu agama itu yg fokus di bab 10: tekno-humanisme (yang melanjutkan cita2 liberal dengan mengg",Non-Bullying
PKS Khawatir jika Jokowi Mulai Tancap Gas Buat pemilihan presiden PKSkhawatir URL cuma bisa ngomong doang. mamam.,Hate Speech / Ancaman
RT USER USER Sedih aja punya Kapolri kok gitu amat sihhh Ketakutan banget dahhh dengan kedudukan USER,Hate Speech / Ancaman
Ibu Hamster akan memakan hidup-hidup bayinya yang cacat. #anehdidunia',Non-Bullying
"USER USER USER Awalnya udh tau sih tp gapeka. sampe gini\n""Gara gara shooky jdi burem warna warni gini videonya hahaha"" (ngmng sendiri cem org sarap) :v\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'",Makian
"Baginda Rasulullah berkata, Dunia ini adalah perhiasan dan sebaik-baik perhiasan adalah wanita solehah.; ; - Hadist riwayat HR. Muslim.",Non-Bullying
"DAFTAR AGAMA ASLI NUSANTARA (KEPERCAYAAN), sebelum Islam, Khatolik, Kristen Protestan, Buddha, Hindu, dan Kong Hu...",Non-Bullying
"USER Profil manusia yang terlahir dari sperma yang tertukar, jadilah kaum bani ONTA dan bani KAMPRET.'",Hate Speech / Ancaman
USER Gue terus terang buat kasus bom gak percaya 100%. Tapi knp juga sekarg gak bisa 100% satu suara sama lu sperti dulu. Bnyak yg hilang. Ya mungkin lagi bulan puasa bulan yg baik untuk hijrah.',Non-Bullying
USER bajingan presiden',Hate Speech / Ancaman
"Shame on you silvy !! Ga malu fitnah?? Tuh rasain pak ahok panas, skak mat #DebatFinalPilkadaJKT",Hate Speech / Ancaman
"Bukan termasuk umatku orang yg tak menghormati orang tua,tidak menyayangi anak2 dan tidak memuliakan alim ulama.(HR Ahmad, Thabrani, Hakim)",Non-Bullying
USER Salah pilih itu sial klau salah lagi itu lucu.; Sudah sial masih melucu.; #2019GantiPresiden #2019GantiPresiden USER ; #PrabowoforPresiden2019 #PrabowoForPresiden2019 ; #PrabowoforPresiden2019; Cukup jelas ; #2019GantiPresiden #2019GantiPre,Hate Speech / Ancaman
GEMPAR ! Moeldoko Ngamuk Besar Tantang Prabowo Hadapi Dirinya Bukan Presiden Jokowi â?? BeritaÂ Terbaru,Non-Bullying
"Sorre gengss; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",Non-Bullying
sekenario besar lagi di siapkan untuk melemahkan/membinasakan kpk.kalau tdk berhasil imbasny lengserkan jokowi ganti pemimpin pro korupsi,Hate Speech / Ancaman
"Perspektif syariat Islam\n\nUntuk memahami bagaimana hukum LGBT perspektif Islam , maka perhatikan penjelasan \xe2\x80\x93 penjelasan satu persatu dari LGBT ( Lesbi , Gay , Bisexual , dan Transgender )'",Non-Bullying
USER Awakarin makan buaya\nIya iya (?)',Non-Bullying
"USER USER USER wew penjilat penghina Habib, gimana loe mau minta syafaat bonggg cucu baginda Nabi loe hina-hina begini'",Agama
"RT USER yang kelima usir orang-orang budha dan kristen dari indonesia, yang terakhir bakar semua rumah rumah orang-orang kristen dan budha",Agama
"Apakah Allah Benci Orang Gendut?\n\nBismillah was shalatu was salamu \xe2\x80\x98ala Rasulillah, amma ba\xe2\x80\x99du,\n\nAda beberapa dalil yang menunjukkan celaan bagi orang gemuk karena banyak makan. Diantaranya,\n\nDari Imran bin... URL",Non-Bullying
Buat MCA sumbu pendek wahabi bumi datar n yg nyinyir. Ini yang kalian sebut anti islam. URL,Agama
USER pernah naek atas monas? gila hebat',Non-Bullying
Usir cina...tidak menghargai..,Ras
"Selipkan Foto Dalam Sertifikat Tanah, Jokowi Disindir Demokrat dan Gerindra",Non-Bullying
"Hadir Pula Plt. Gubernur Jawa Tengah, Drs. H. Heru Sudjatmoko, M. Si; Plt. Gubernur Jawa Tengah; Musyawarah Kerja Wilayah (Musykerwil) PWNU Jawa Tengah 2018. USER USER ; #nujateng; #musykerwilnujateng2018; #musykerwilpwnujateng2018;",Non-Bullying
USER USER Itukan pasukan nasi bungkus',Non-Bullying
USER iya kampungan... alay mah kalo nonton bola ke singapore sama johor malaysia URL,Makian
"USER USER USER USER Cebong mah gitu bang acut... Komentar nomor wahid, literasi tak valid... Dungu'",Hate Speech / Ancaman
USER tidur lah kampang',Hate Speech / Ancaman
Mau di-Ahok-kan ya?,Non-Bullying
"USER Keling/Kalinga-from Merong Mahawangsa/Kedah Annals abt Raja Mahawangsa (Raja Maha Vamsam, Tamil-Raja fm Great Race) going back 2 b4 10th century AD! The 1st 9 Sultans of Kedah had Indian/Tamil/Hindu/Buddhist/Thai/Malay links. D 9th converted 2",Non-Bullying
USER Banci bgt anjg mantan lo',Gender
"Penjahat perang Nazi Adolf Eichmann adalah arsitek ""Solusi Akhir"" ""Nazi paling dicari di dunia,"" memusnahkan orang-orang Yahudi dari Eropa.'",Non-Bullying
900 Ton Benih Hortikultura Tembus Pasar Ekspor 10 Negara,Non-Bullying
"RT USER: DIA CUMA JAWAB""IYA GAPAPA, TAPI SUARA KAMU KOK KAYA DI TAHAN CHANGI, JADI KEDENGERAN KAYA BANCI""'",Makian
"RT USER: Sadarlah wahai anak Bangsa, Ibu Pertiwi Sedang Diporakporandakan Oleh Manusia BIADAB USER Sebagai Aktor Utama",Hate Speech / Ancaman
USER USER USER Hubahahaha. Goblok emang kecebong.\nLu ngetawain dia? Dia tawain rekening lu bege \xf0\x9f\x98\x82',Hate Speech / Ancaman
Melepaskan orang yang kamu cintai jauh lebih sulit dibanding menerima cinta yang baru yang asing bagi hatimu.',Non-Bullying
Noh pengusaha mau lengserkan jokowi kagak di tangkap makar pak polisi???takut ya??,Hate Speech / Ancaman
siswa pun menolak berita hoax dan ingin pilkada kota kediri berjalan dgn damai:,Non-Bullying
Banyak yg membela PKI bermunculan dan kebanyakan para Pembela rezim dan pembela ahox . Komunis cina sangat berperan .waspada DaruratPKI,Ras
USER bukannya stigma babi itu milik tuhan elu si ahok kafir,Agama
USER Ini semua ulah aseng\nKaum hestek be like',Hate Speech / Ancaman
"Buka youtube beberapa hari ini, nongolnya video ttg Lucinta Luna mulu, siapa sih? Mau nonton/browsing males, kayaknya sih bencong.'",Makian
#SaweranJateng; #SaweranDirmanIda; ; Sudirman Said - Ida Fauziyah; USER; USER; ; Sudirman Said Bicara Jabatan Satu Periode Cukup ; ;,Non-Bullying
Belajarlah dari timor leste..karena pribumi bukan lagi pemilik kedaulatan timor leste etnis cina pengkhianat perompak ahok,Ras
"Karena mereka SADAR REZIM ini kesempatan buat Neo KOMUNIS bangkit kembali,kapan lagi atau tidak sama sekali.",Ras
USER USER USER USER USER cebong doang yg tukang ngamuk..',Hate Speech / Ancaman
USER Namanya titit. Kalo itu tutut',Makian
Temen2 SD katolik gw yg pintar2 dan juara itu pada kemana? Mana ada yg ikut UMPTN kecuali si juara umum itu. Tapi dia cm 1 semester di UI',Non-Bullying
"halah sok nanyain sedih kenapa\n\npalingan respon lau ""kobisa gitu?"" \n\nBODO AH. AKU CAPEQ JAWABNYA KAK \xf0\x9f\x98\xad'",Makian
"USER Ciah...disosmed aja lantang kau lae...dikasih kesempatan debat culun, planga, plongo...\xf0\x9f\x98\x83\xf0\x9f\x98\x83\xf0\x9f\x98\x83\xf0\x9f\x98\x83'",Hate Speech / Ancaman
USER So dick end\nSangat kntl berakhir',Makian
USER USER Papa bikinin aq ade ia :)\n\nIyuh najis bat papah ew \nNeomu neomu jyjyk',Makian
dasar sarap',Fisik
"alhamdulillah... gerakan sprti mas ini yg kami para oknum-oknum penjahat tunggu, smoga makin byk yg golput dan lengserkan jokowi :)",Hate Speech / Ancaman
Barel ada dugaan bom???????????!!!!!!!!!!!',Non-Bullying
"USER USER iyah, rezim suka rame2 susah dah'",Non-Bullying
RT USER: Sebenarnya aku yang kuat terasa ke perangai manusia yang babi',Makian
USER Alhmdulillah...bang hasil polling google kemarin,Non-Bullying
"USER Solusi? Hahahahaha\nDana haji diambil buat infrastruktur, Duit bpjs buruh bahkan mau diambil juga.\nRakyat semuanya diperes tapi masih minta solusi juga?\nGoblok lo emang. Penjilat tolol'",Ekonomi
#TKI |\n\nHAJI UMA JUGA MENGUCAPKAN TERIMAKASI KEPADA KETUA KESATUAN ANEUK NANGGROE ACEH (KANA) DI MALAYSIA DAN KEPADA SELURUH WARGA ACEH DI MALAYSIA YANG IKUT MENYUMBANG DAN MEMBANTU PROSES PEMULANGAN JENAZAH.\n\nURL,Non-Bullying
USER Wakil gubernur DKI yang hebat,Non-Bullying
Si Mae mental wor nya keren di teel... Lama kelamaan minggat n nyungseb layani gw... Apalagi cebong baru netes... Wkwkwkwk bisa modar mendadak.... \xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d\xf0\x9f\x98\x9d',Ekonomi
USER coba pap dulu pas sehun lagi nete sama lu. baru w percaya. wkwkwkwk',Makian
Al Habib Zain Bin Smith berkata: â?? Sesungguhnya berkomentar buruk atas Ulama dengan menggunjing atau mengadu domba itu termasuk dari dosa- besar. Pelakunya dihukumi fasiq dan...,Non-Bullying
"&lt;\n\nSelama ini kebutuhan yang ia terima berasal dari antek-antek ayahnya, atau mungkin para pegawai yang cari muka pada anak angkat kesayangan Isaach yang mulia. Hidup mandiri begini cukup menyulitkan dirinya.\n\n&gt;'",Non-Bullying
jelas ga sekarang hukum spt apa dinegeri ini? ketika dgn jelas didepan mata remaja labil bermata sipit menghina Presiden sbg simbol negara ternyata sepi pemberitaan bahkan ada indikasi dianggap kebebasan berekspresi krn dianggap lucu2an..#mikirdaaingmah',Ras
RT USER: Saat kesabaran diuji. Tp dia nya tetep kaya babi',Makian
RT USER: Kalau cebong pasti memuji prestasi nya Presiden Jokowi. \nKalau kampret pasti nyinyir kalau perlu pakai bumbu fitn\xe2\x80\xa6',Hate Speech / Ancaman
Nasib ulama indonesia juga menyedihkan spt dirohingnya mrk ngritik dikatakan makar dimasukkan ke sel rezim jahat anti islam diktator,Agama
USER Sok tau eek cicak',Hate Speech / Ancaman
"USER Iyaaa, aku juga agak ngeri kalo belom stabil finansialnya \xf0\x9f\x98\x82 \nBanyak juga temen kita yg pada akhirnya nyerah jadi tki/tkw pas udah menikah mungkin krn butuh biaya buat modal kali ya \xf0\x9f\x98\x96'",Non-Bullying
Masalah betul la kulit sensitif ni. Pantang sikit je dah jadi monyet',Makian
"USER Yaa minimal ga ada kata ""kntl"" dari wor mereka'",Makian
USER USER USER Anjirr cebong dungu belaga cool sok nasihatin pak USER',Hate Speech / Ancaman
Semoga Panglima TNI bisa menyelamatkan NKRI dari para penjual aset negara dan dari antek-antek komunis,Ras
"8. Terakhir, adakah tips untuk para #updaters yang ingin menjadi seorang freelance writer? USER #KUchat",Non-Bullying
Gak usah ngomong lah Joko. Beras saja import. URL,Hate Speech / Ancaman
USER bocil demen banget pisang nanti lama lama jadi monyet mau?',Non-Bullying
"Saya sendiri beragama dan agama saya Katolik, dia ateis dan kami selalu berbagi berita satu sama lain.\nSuatu hari dia meminta pertolongan saya untuk mentranslate sebuah lagu islami. Saya dengan senang hati membantu, dan yah dia akhirnya mempublikasikan",Non-Bullying
USER USER Inilah efek ajaran bani cingkrang jidat item pantat panci.',Agama
"Calon Presiden ini Janjikan Lunasi Hutang Indonesia, Umrah untuk orang yang memilihnya",Non-Bullying
"USER Malaysia Baru MILIK HARAPAN &amp; RAKYAT yg menolak rejim najib razak pada pru14 lalu...maaf ya , bukan milik umno bongok'",Non-Bullying
